,Question_Text,Question_ID,Euroskepticism_Score,clean_text,doc2vec_x,doc2vec_y
323,According to a recent scientific survey 50 to 125 million European citizens have been classified as energy-poor. It is unfortunately an index of social inequality and the deterioration of public health and of the environment. Energy poverty in Greek is a direct repercussion of the crisis where reduced  and increasing energy taxes make households extremely vulnerable. The issue presents a paradox although it is at the heart of European interests the EU does not take it seriously. Specifically no formal definition has been created nor are there any reliable indicators on this matter and although energy poverty is often referred to in official EU texts no binding measures have been introduced. Given that keeping this matter within  of the Member States has not mitigated the energy poverty problem in Europe will the Commission proceed with any legislative binding initiatives such as a regulation or a directive Will the EU take steps to make use of renewable energy sources and continue building energy efficiency,E-002461-17,0,According to a recent scientific survey to million European citizen have been classified a energypoor It is unfortunately an index of social inequality and the deterioration of public health and of the environment Energy poverty in Greek is a direct repercussion of the crisis where reduced and increasing energy tax make household extremely vulnerable The issue present a paradox although it is at the heart of European interest the EU doe not take it seriously Specifically no formal definition ha been created nor are there any reliable indicator on this matter and although energy poverty is often referred to in official EU text no binding measure have been introduced Given that keeping this matter within of the Member States ha not mitigated the energy poverty problem in Europe will the Commission proceed with any legislative binding initiative such a a regulation or a directive Will the EU take step to make use of renewable energy source and continue building energy efficiency,-0.2965769,-0.2965769
324,The situation in relation to the refugee problem is  more and more acute. Violent incidents have been increasing. In Brezice in Slovenia refugee camps have been set on fire because the migrants placed there were not happy with the speed with which they were being transported on to Austria. Increasing numbers of migrants who are clearly prepared to use violence are finding their way to Europe and are still apparently able to choose their destination country at will generally Austria or Germany. There appear to be virtually no filters at the EUs external borders and migrants often use illegal passports to claim that they are Syrians. 1. Does the Commission have any plans for a Europe-wide solution to the question of how to deal with criminal asylum-seekers 2. What action is being taken to distinguish between forged and genuine Syrian passports at the EUs external borders 3. Does the Commission have any plans aimed at ensuring that the Dublin system is enforced once again,E-014083-15,0,The situation in relation to the refugee problem is more and more acute Violent incident have been increasing In Brezice in Slovenia refugee camp have been set on fire because the migrant placed there were not happy with the speed with which they were being transported on to Austria Increasing number of migrant who are clearly prepared to use violence are finding their way to Europe and are still apparently able to choose their destination country at will generally Austria or Germany There appear to be virtually no filter at the EUs external border and migrant often use illegal passport to claim that they are Syrians Does the Commission have any plan for a Europewide solution to the question of how to deal with criminal asylumseekers What action is being taken to distinguish between forged and genuine Syrian passport at the EUs external border Does the Commission have any plan aimed at ensuring that the Dublin system is enforced once again,-0.22120528,-0.22120528
325,On 11 January 2013 the EADS drone EuroHawk  its first test flight over Germany. 1. Was the development or construction of this drone supported by funds from the EU budget e.g. through the framework programme for research and technological development If so what exactly was supported and what amount was granted 2. Is the development of drones or drone parts by EADS supported by funds from the EU budget If so what exactly has been supported for how long has the support been provided and what amount has been granted,E-001172-13,0,On January the EADS drone EuroHawk it first test flight over Germany Was the development or construction of this drone supported by fund from the EU budget eg through the framework programme for research and technological development If so what exactly wa supported and what amount wa granted Is the development of drone or drone part by EADS supported by fund from the EU budget If so what exactly ha been supported for how long ha the support been provided and what amount ha been granted,-0.16043928,-0.16043928
326,Recently the media in the Comunidad Valenciana Spain have reported that the Mayor of Burriana a town in the Comunidad Valenciana will request European Union aid for municipal projects both public and private that are eligible for direct subsidies in the 2014-2020 period. In addition the mayor has signalled that he will prioritise those projects that have a positive environmental impact or that involve the reduction of atmospheric emissions of CO2. The Director-General of European projects and funds in the Ministry of Finance and Public Administration in the Valencian Regional Government Spain has signalled that the Comunidad Valenciana will receive EUR 2 165 million from the European Union from the cohesion policy. In view of the above information I would like to ask the Commission the following questions 1. Does the Commission have information on the amount of financial resources that the Comunidad Valenciana will receive from the European Union in the 2014-2020 period 2. Of these resources does the Commission know what amount will be allocated to direct subsidies for projects restricted to the municipal sphere 3. Does the Commission have information on the conditions that projects benefiting from these direct EU subsidies will have to meet,E-013837-13,0,Recently the medium in the Comunidad Valenciana Spain have reported that the Mayor of Burriana a town in the Comunidad Valenciana will request European Union aid for municipal project both public and private that are eligible for direct subsidy in the period In addition the mayor ha signalled that he will prioritise those project that have a positive environmental impact or that involve the reduction of atmospheric emission of CO The DirectorGeneral of European project and fund in the Ministry of Finance and Public Administration in the Valencian Regional Government Spain ha signalled that the Comunidad Valenciana will receive EUR million from the European Union from the cohesion policy In view of the above information I would like to ask the Commission the following question Does the Commission have information on the amount of financial resource that the Comunidad Valenciana will receive from the European Union in the period Of these resource doe the Commission know what amount will be allocated to direct subsidy for project restricted to the municipal sphere Does the Commission have information on the condition that project benefiting from these direct EU subsidy will have to meet,-0.30422986,-0.30422986
327,When will the Commission submit proposals to amend the Pharmaceuticals Regulation so as to facilitate the provision of reliable information to patients in an approved format that ensures high standards and avoids advertising,H-0287/05,0,When will the Commission submit proposal to amend the Pharmaceuticals Regulation so a to facilitate the provision of reliable information to patient in an approved format that ensures high standard and avoids advertising,-0.37558812,-0.37558812
328,A press release of 13 July 2015 Commission works with European consumer authorities to better enforce consumer rights in the car rental sector stated inter alia that car  ought to clearly indicate extra charges insurance premiums and other financial obligations. However even in 2017 they prove not to be doing so. For example some very cheap offers can still be found on line but if customers take them up it is only when they collect the car that they are confronted with extra unanticipated charges. The difference can often amount to hundreds of euros and this is a serious problem for travellers. 1. Will the Commission take further steps to raise this issue with the  mentioned in the press release 2. Will the Commission also raise the issue with smaller car  3. Will the Commission consider legislation to ensure that consumers are clearly informed about charges for online car hire in the same way as applies in aviation under Regulation EC No 1008/2008,E-000150-17,0,A press release of July Commission work with European consumer authority to better enforce consumer right in the car rental sector stated inter alia that car ought to clearly indicate extra charge insurance premium and other financial obligation However even in they prove not to be doing so For example some very cheap offer can still be found on line but if customer take them up it is only when they collect the car that they are confronted with extra unanticipated charge The difference can often amount to hundred of euro and this is a serious problem for traveller Will the Commission take further step to raise this issue with the mentioned in the press release Will the Commission also raise the issue with smaller car Will the Commission consider legislation to ensure that consumer are clearly informed about charge for online car hire in the same way a applies in aviation under Regulation EC No,-0.38699862,-0.38699862
329,Sexual violence against children is a gross violation of childrens rights. Current data provided by the Council of Europe indicate that one in five children in Europe are victims of some form of sexual violence. It is also estimated that in 70 to 85 of these cases the abuser is somebody the child knows and trusts. 1. How is the Commission working towards the prevention of sexual violence against children in order to ensure the Union adheres to Article 24 of the Charter of Fundamental Rights of the European Union 2. Is the Commission planning on furthering its efforts in this regard 3. Is the Commission planning on enhancing further legislative tools in addition to Directive 2011/92/EU  child sexual abuse onlineLegal notice,E-016112-15,0,Sexual violence against child is a gross violation of childrens right Current data provided by the Council of Europe indicate that one in five child in Europe are victim of some form of sexual violence It is also estimated that in to of these case the abuser is somebody the child know and trust How is the Commission working towards the prevention of sexual violence against child in order to ensure the Union adheres to Article of the Charter of Fundamental Rights of the European Union Is the Commission planning on furthering it effort in this regard Is the Commission planning on enhancing further legislative tool in addition to Directive EU child sexual abuse onlineLegal notice,0.46487698,0.46487698
330,In light of current customs practice in Mercosur member states such as Uruguay Argentina and Paraguay as well as the Brazilian authorities stated intention to refrain from taking action on imports from Israeli settlements in occupied territories until such a time as negotiations with Israel on an exclusion mechanism are finalised which has resulted in the diversion and relabeling of such imports into the EU could the Commission indicate how it intends to  with the European Court of Justices ruling in Case C-386/08 both in customs practice and in the negotiations of the Free Trade Agreement with MercosurLegal notice,E-008585-15,0,In light of current custom practice in Mercosur member state such a Uruguay Argentina and Paraguay a well a the Brazilian authority stated intention to refrain from taking action on import from Israeli settlement in occupied territory until such a time a negotiation with Israel on an exclusion mechanism are finalised which ha resulted in the diversion and relabeling of such import into the EU could the Commission indicate how it intends to with the European Court of Justices ruling in Case C both in custom practice and in the negotiation of the Free Trade Agreement with MercosurLegal notice,-0.30509534,-0.30509534
331,In seven years of parliamentary activity with hundreds of questions I have never known any of my questions to receive such a non-answer as Question H-0291/061. Drawing the Councils attention to Annex II of the Rules of Procedure of the European Parliament Conduct of Question Time under Rule 109 Section A Guidelines point 3 I would therefore ask the Council finally to give a real answer to the question. When will the Austrian President of the Council Chancellor Wolfgang SchÊ_ssel keep his promise to publish information about grants to the media and individual journalists What view does the President of the Council take of the proposal by the EU Commissioner responsible  fraud concerning transparency in connection with lobbyists Why is the President of the Council not making Council meetings public as he said he would 11 Written answer of 5.4.2006.,H-0399/06,0,In seven year of parliamentary activity with hundred of question I have never known any of my question to receive such a nonanswer a Question H Drawing the Councils attention to Annex II of the Rules of Procedure of the European Parliament Conduct of Question Time under Rule Section A Guidelines point I would therefore ask the Council finally to give a real answer to the question When will the Austrian President of the Council Chancellor Wolfgang Sch Ê ssel keep his promise to publish information about grant to the medium and individual journalist What view doe the President of the Council take of the proposal by the EU Commissioner responsible fraud concerning transparency in connection with lobbyist Why is the President of the Council not making Council meeting public a he said he would Written answer of,-0.42066857,-0.42066857
332,According to reports in the Danish media the Zimbabwean dictator Mugabe is due to attend the  Africa-EU Summit in Portugal later this year. Can the Council confirm these reports How does the Council propose to ensure the enforcement of the EUs entry ban so that Mugabe and other ZANU-PF figures are not granted visas,H-0651/07,0,According to report in the Danish medium the Zimbabwean dictator Mugabe is due to attend the AfricaEU Summit in Portugal later this year Can the Council confirm these report How doe the Council propose to ensure the enforcement of the EUs entry ban so that Mugabe and other ZANUPF figure are not granted visa,0.40709478,0.40709478
333,New forms of employment contracts and employment relations including zero hours contracts mini-jobs or working via online intermediaries have increased since the financial crisis thereby also increasing uncertainty for many workers. 1. Does the Commission intend to assess the impact of these employment relationships in order to influence the adaptation of social welfare models and legislative action to these non-standard forms of employment 2. How does the Commission propose to address vulnerable groups in employment in light of these new employment relationships and new forms of self-employmentLegal notice,E-007414-16,0,New form of employment contract and employment relation including zero hour contract minijobs or working via online intermediary have increased since the financial crisis thereby also increasing uncertainty for many worker Does the Commission intend to ass the impact of these employment relationship in order to influence the adaptation of social welfare model and legislative action to these nonstandard form of employment How doe the Commission propose to address vulnerable group in employment in light of these new employment relationship and new form of selfemploymentLegal notice,-0.45058,-0.45058
334,Numerous financing programmes have been developed for the Community programming period 200713 with these programmes the European Union intends to support projects under various sectoral policies. In this regard the Commission has issued a call for proposals to select organisations that are eligible for an annual action and technical assistance grant to  public information centres. The municipality of Verbania Piedmont Italy requires funding in order to promote active informed European citizenship thereby helping to achieve the general objectives of the EU. In the light of the above could the Commission say whether the municipality of Verbania has submitted an application to  a Europe Direct centre If it has could the Commission say whether the municipality of Verbania has obtained the grants and whether they have been used in the correct way and within the proper time frame or whether they have had to be reimbursed,E-2411/09,0,Numerous financing programme have been developed for the Community programming period with these programme the European Union intends to support project under various sectoral policy In this regard the Commission ha issued a call for proposal to select organisation that are eligible for an annual action and technical assistance grant to public information centre The municipality of Verbania Piedmont Italy requires funding in order to promote active informed European citizenship thereby helping to achieve the general objective of the EU In the light of the above could the Commission say whether the municipality of Verbania ha submitted an application to a Europe Direct centre If it ha could the Commission say whether the municipality of Verbania ha obtained the grant and whether they have been used in the correct way and within the proper time frame or whether they have had to be reimbursed,-0.32752272,-0.32752272
335,Does the EU intend to have its own tax on inheritance of assets e.g. houses land,E-010845/2010,0,Does the EU intend to have it own tax on inheritance of asset eg house land,0.04372332,-0.32433158
336,Does the EU intend to have its own tax on inheritance of assets e.g. houses land,E-010845/2010,0,Does the EU intend to have it own tax on inheritance of asset eg house land,0.04372332,-0.3245392
337,Does the EU intend to have its own tax on inheritance of assets e.g. houses land,E-010845/2010,0,Does the EU intend to have it own tax on inheritance of asset eg house land,0.04372332,-0.3201426
338,Four paralysed men have been able to move their legs for the first time in years after electrical stimulation of their spinal cords US doctors report. They were able to flex their toes ankles and knees but could not walk independently. A report in the journal Brain suggests the electricity makes the spinal cord more receptive to the few messages still arriving from the brain. Experts said it could  a treatment for spinal injury. The spinal cord acts like a high-speed rail line carrying electrical messages from the brain to the rest of the body. But if there is any damage to the track then the message will not get through. People with spinal cord injuries can lose all movement and sensation below the injury. What is the Commission doing to fund and boost research in this area,E-005288-14,0,Four paralysed men have been able to move their leg for the first time in year after electrical stimulation of their spinal cord US doctor report They were able to flex their toe ankle and knee but could not walk independently A report in the journal Brain suggests the electricity make the spinal cord more receptive to the few message still arriving from the brain Experts said it could a treatment for spinal injury The spinal cord act like a highspeed rail line carrying electrical message from the brain to the rest of the body But if there is any damage to the track then the message will not get through People with spinal cord injury can lose all movement and sensation below the injury What is the Commission doing to fund and boost research in this area,-0.49950743,-0.49950743
339,On 16 November 2013 an agreement was signed in Ankara between the European Union and Turkey on the readmission of immigrants illegally entering Europe or Turkey through Turkish territory or the territory of an EU Member State. However there are indications that the Turkish Government does not intend to implement the agreement with the Republic of Cyprus and is not going to enter into any direct relationship with the Republic of Cyprus on this matter. As the agreement includes clauses relating to the readmission of nationals of EU Member States and Turkey as well as the readmission of any other person entering or residing in the territory of the EU or Turkey originating directly from the territory of the EU or Turkey 1. What means does the Commission have available in order to ensure the integrated and full implementation of the agreement with no discrimination between EU Member States and in order monitor its correct implementation 2. What does it plan to do if Turkey applies in practice its declared position that it will exclude the Republic of Cyprus from implementation of the readmission agreement 3. In relation to the  ratification of the agreement will the Commission demand explicit confirmation from the Turkish Government that on the one hand the above reports can be discounted and on the other hand that the non-discriminatory application of the agreement can be ensured,E-014354-13,0,On November an agreement wa signed in Ankara between the European Union and Turkey on the readmission of immigrant illegally entering Europe or Turkey through Turkish territory or the territory of an EU Member State However there are indication that the Turkish Government doe not intend to implement the agreement with the Republic of Cyprus and is not going to enter into any direct relationship with the Republic of Cyprus on this matter As the agreement includes clause relating to the readmission of national of EU Member States and Turkey a well a the readmission of any other person entering or residing in the territory of the EU or Turkey originating directly from the territory of the EU or Turkey What mean doe the Commission have available in order to ensure the integrated and full implementation of the agreement with no discrimination between EU Member States and in order monitor it correct implementation What doe it plan to do if Turkey applies in practice it declared position that it will exclude the Republic of Cyprus from implementation of the readmission agreement In relation to the ratification of the agreement will the Commission demand explicit confirmation from the Turkish Government that on the one hand the above report can be discounted and on the other hand that the nondiscriminatory application of the agreement can be ensured,-0.31514916,-0.31514916
340,Can the Council confirm that coordinated action is being taken at Member State level to prevent swine flu from spreading further Can reassurance be provided that there are sufficient stocks of anti-viral drugs available for EU citizens,E-4021/09,0,Can the Council confirm that coordinated action is being taken at Member State level to prevent swine flu from spreading further Can reassurance be provided that there are sufficient stock of antiviral drug available for EU citizen,-0.14187998,-0.14187998
341,The Spanish Government has signed off the much-delayed privatisation of airports operator Aena in one of Spains largest ever stock market listings12. The initial public offering IPO was initially scheduled for November 2014 but had to be pulled at the last minute over fears that the selection process for Aenas auditor had not been sufficiently rigorous. The original IPO plan envisaged a pricing range of only between EUR 41.50 and EUR 53.30 a share. This range has been lifted twice since settling last week at EUR 53 to EUR 58. Madrid Barajas an airport which is praised for its architecture but often deserted is Aenas biggest hub. Expanded at great cost during the tumultuous years of the Spanish property boom Madrid Barajas continues to operate far below capacity. In 2014 it was used by 42 million passengers 28 million fewer than it can handle3.  that Aenas management of an integrated monopoly system discriminates against other airports through unfair cross-subsidisation among Spanish airports.  Has the Commission considered that the transfer of funds to loss-making airports may amount to de facto state aid  with other European airports  Does the Commission think that the privatisation of Aena can be successful without management liberalisation and an increase  between individual airports    notice,P-002410-15,0,The Spanish Government ha signed off the muchdelayed privatisation of airport operator Aena in one of Spains largest ever stock market listing The initial public offering IPO wa initially scheduled for November but had to be pulled at the last minute over fear that the selection process for Aenas auditor had not been sufficiently rigorous The original IPO plan envisaged a pricing range of only between EUR and EUR a share This range ha been lifted twice since settling last week at EUR to EUR Madrid Barajas an airport which is praised for it architecture but often deserted is Aenas biggest hub Expanded at great cost during the tumultuous year of the Spanish property boom Madrid Barajas continues to operate far below capacity In it wa used by million passenger million fewer than it can handle that Aenas management of an integrated monopoly system discriminates against other airport through unfair crosssubsidisation among Spanish airport Has the Commission considered that the transfer of fund to lossmaking airport may amount to de facto state aid with other European airport Does the Commission think that the privatisation of Aena can be successful without management liberalisation and an increase between individual airport notice,0.14345737,0.14345737
342,GerÊ_sXurÊ©s Cross-Border Biosphere Reserve is the only nature reserve that spans Spain and Portugal. As we recently discovered Galicia and northern Portugal are coordinating an Action Plan to set up a road map for the two territories in this region until 2020. The aim is to create collaboration projects with a view to obtaining EU funding through four focus areas the Reserves image and identity socioeconomic development nature conservation and social participation. The Plan requires an investment of EUR 13 million of which Galicia will contribute EUR 2.6 million. Has the Commission received this Action Plan for GerÊ_sXurÊ©s Cross-Border Biosphere Reserve in Spain and Portugal What EU funding has been set aside for this region in the past and for what projects,E-004432-15,0,Ger Ê sXur Ê s CrossBorder Biosphere Reserve is the only nature reserve that span Spain and Portugal As we recently discovered Galicia and northern Portugal are coordinating an Action Plan to set up a road map for the two territory in this region until The aim is to create collaboration project with a view to obtaining EU funding through four focus area the Reserves image and identity socioeconomic development nature conservation and social participation The Plan requires an investment of EUR million of which Galicia will contribute EUR million Has the Commission received this Action Plan for Ger Ê sXur Ê s CrossBorder Biosphere Reserve in Spain and Portugal What EU funding ha been set aside for this region in the past and for what project,-0.20032756,-0.20032756
343,Even though the incidence of measles fell by 50 from 2013 to 2014 significant outbreaks continue to arise in Europe. Several vulnerable groups are still not vaccinated or fully vaccinated mainly because an increasing number of parents either decline to vaccinate their children or face obstacles in accessing vaccination. In the face of these outbreaks and after recording 22 000 cases of the highly infectious disease since the start of 2014  threatening the regions goal of eliminating measles by the end of 2015  the WHO recently called for measles vaccination campaigns to be stepped up across the region. Does the Commission 1. Monitor measles outbreaks and exchange data results and good practices with the health authorities in the Member States 2. Intend to  the importance of vaccination 3. Propose to launch a measles vaccination campaign in line with the Council conclusions of 1 December 2014 on vaccinations as an effective tool in public health Legal notice,E-005604-15,0,Even though the incidence of measles fell by from to significant outbreak continue to arise in Europe Several vulnerable group are still not vaccinated or fully vaccinated mainly because an increasing number of parent either decline to vaccinate their child or face obstacle in accessing vaccination In the face of these outbreak and after recording case of the highly infectious disease since the start of threatening the region goal of eliminating measles by the end of the WHO recently called for measles vaccination campaign to be stepped up across the region Does the Commission Monitor measles outbreak and exchange data result and good practice with the health authority in the Member States Intend to the importance of vaccination Propose to launch a measles vaccination campaign in line with the Council conclusion of December on vaccination a an effective tool in public health Legal notice,-0.17456928,-0.17456928
344,Water quality tests conducted by the Chemicals Service of Alexandroupolis which operates under the auspices of the General State Chemicals Service in the villages of Lykeio Mystaka and Mikro Pisto in the Municipality of Arriana in Rodopi Regional Unit have found abnormally high concentrations of nitrates of up to 93 mg/l. The maximum amount permitted by Council Directive 75/440/EEC concerning the quality required of surface water intended for the abstraction of drinking water in the Member States and Council Directive 91/676/EEC concerning the protection of waters against pollution caused by nitrates from agricultural sources is 50 mg/l. Given that a high concentrations of nitrates can seriously damage the health of residents who consume this water and b the Commission referred Greece a few weeks ago to the European Court as the recent designation of additional zones vulnerable to nitrate pollution did not meet all the objections which it had raised the Commission takes the view that there are other areas that should be designated as vulnerable zones or have only been partially designated as such. In view of the above will the Commission say 1. Has the Greek Government included the above region in the areas at risk from nitrate pollution If not should it have done so in the Commissions view given the existing data concerning high concentrations of nitrates in order to protect both groundwater and surface water in the area and public health 2. What are the additional areas which should have been  but were not  designated as vulnerable to nitrate pollution in Greece What information does the Commission have on this matter,E-009460-13,0,Water quality test conducted by the Chemicals Service of Alexandroupolis which operates under the auspex of the General State Chemicals Service in the village of Lykeio Mystaka and Mikro Pisto in the Municipality of Arriana in Rodopi Regional Unit have found abnormally high concentration of nitrate of up to mgl The maximum amount permitted by Council Directive EEC concerning the quality required of surface water intended for the abstraction of drinking water in the Member States and Council Directive EEC concerning the protection of water against pollution caused by nitrate from agricultural source is mgl Given that a high concentration of nitrate can seriously damage the health of resident who consume this water and b the Commission referred Greece a few week ago to the European Court a the recent designation of additional zone vulnerable to nitrate pollution did not meet all the objection which it had raised the Commission take the view that there are other area that should be designated a vulnerable zone or have only been partially designated a such In view of the above will the Commission say Has the Greek Government included the above region in the area at risk from nitrate pollution If not should it have done so in the Commissions view given the existing data concerning high concentration of nitrate in order to protect both groundwater and surface water in the area and public health What are the additional area which should have been but were not designated a vulnerable to nitrate pollution in Greece What information doe the Commission have on this matter,-0.35445327,-0.35445327
345,As with other production sectors the lute manufacturing sector in Europe is being threatened by Chinese production in which the instruments are assembled and then sent to Italy and other European countries so that they can be painted and the thickness regulated for sound modulation. The preferential rule of origin concerning musical instruments is enshrined in Article 24 of the Community Customs Code and existing WTO rules stipulate that in order for a given country to obtain originating status the manufacture must account for 45  of the price of the finished product. Regulation EC No 881/20031 meanwhile lays down the figure of 40  for manufacture. In the lute-manufacturing circles concerned it is deemed that these rules do not sufficiently protect the European production of musical instruments and that many producers  for instance the Italian lute manufacturing school in particular that of Cremona which is still highly regarded worldwide  risk disappearing thereby eradicating centuries of tradition and history. In view of this situation 1. why does the Commission not support in the Geneva negotiations the modification of the criteria for the recognition of originating status based on the type of work done in each individual country with regard to the manufacture of musical instruments 2. Why does the Commission not propose that the place where the instrument is finished and that of the know-how used in production be included among those criteria 3. Does it not consider that protecting lute manufacturing in Europe is a vital task as far as international trade policy is concerned,E-5025/09,0,As with other production sector the lute manufacturing sector in Europe is being threatened by Chinese production in which the instrument are assembled and then sent to Italy and other European country so that they can be painted and the thickness regulated for sound modulation The preferential rule of origin concerning musical instrument is enshrined in Article of the Community Customs Code and existing WTO rule stipulate that in order for a given country to obtain originating status the manufacture must account for of the price of the finished product Regulation EC No meanwhile lay down the figure of for manufacture In the lutemanufacturing circle concerned it is deemed that these rule do not sufficiently protect the European production of musical instrument and that many producer for instance the Italian lute manufacturing school in particular that of Cremona which is still highly regarded worldwide risk disappearing thereby eradicating century of tradition and history In view of this situation why doe the Commission not support in the Geneva negotiation the modification of the criterion for the recognition of originating status based on the type of work done in each individual country with regard to the manufacture of musical instrument Why doe the Commission not propose that the place where the instrument is finished and that of the knowhow used in production be included among those criterion Does it not consider that protecting lute manufacturing in Europe is a vital task a far a international trade policy is concerned,-0.16580947,-0.16580947
346,Last week the Russian press agency ITARTASS reported that Russian soldiers stationed in Transnistria had allegedly detained Polish and British officers working as part of the OSCE mission on suspicion of spying. This unconfirmed report was later officially denied by the Russian Ministry of Foreign Affairs. Transnistria is not recognised by any country and it forms an integral part of Moldovan territory. Given Moldovas aspirations to join the EU and the  to the Eastern Partnership of which Moldova is a member I should like to put the following questions 1. What position does the EEAS take on the stationing of Russian troops on Moldovan territory Is it engaged  or does it plan to engage  in negotiations aimed at securing their withdrawal 2. Could the alleged detention of officers from EU Member States by Russian troops on theterritory of an independent third country be seen as a provocation aimed at underminingthe EUs political interests in the East,E-005967-13,0,Last week the Russian press agency ITARTASS reported that Russian soldier stationed in Transnistria had allegedly detained Polish and British officer working a part of the OSCE mission on suspicion of spying This unconfirmed report wa later officially denied by the Russian Ministry of Foreign Affairs Transnistria is not recognised by any country and it form an integral part of Moldovan territory Given Moldovas aspiration to join the EU and the to the Eastern Partnership of which Moldova is a member I should like to put the following question What position doe the EEAS take on the stationing of Russian troop on Moldovan territory Is it engaged or doe it plan to engage in negotiation aimed at securing their withdrawal Could the alleged detention of officer from EU Member States by Russian troop on theterritory of an independent third country be seen a a provocation aimed at underminingthe EUs political interest in the East,-0.45631516,-0.45631516
347,The EU is an international member with voting rights in the Interim Haiti Recovery Commission in which Stefano Manservisi represents the European Commission. Various organisations working in Haiti such as Amnesty International have called for a public campaign to ensure that violence against women and girls is adopted as a priority objective of humanitarian and reconstruction efforts in Haiti and that the new government of Haiti takes the necessary steps to end violence against women in the country. What steps has the Commission taken or will it take within the framework of the Interim Haiti Recovery Commission or in any other sphere to ensure that putting an end to violence against women and girls is adopted as a priority objective of humanitarian and reconstruction efforts in Haiti What steps will the Commission take vis-Ê_-vis the new government in Haiti with a view to ensuring  violence against women is adopted as one of its priorities,E-000365/2011,0,The EU is an international member with voting right in the Interim Haiti Recovery Commission in which Stefano Manservisi represents the European Commission Various organisation working in Haiti such a Amnesty International have called for a public campaign to ensure that violence against woman and girl is adopted a a priority objective of humanitarian and reconstruction effort in Haiti and that the new government of Haiti take the necessary step to end violence against woman in the country What step ha the Commission taken or will it take within the framework of the Interim Haiti Recovery Commission or in any other sphere to ensure that putting an end to violence against woman and girl is adopted a a priority objective of humanitarian and reconstruction effort in Haiti What step will the Commission take vi Ê vi the new government in Haiti with a view to ensuring violence against woman is adopted a one of it priority,-0.43518287,-0.43518287
348,What follow-up has there been to__ given by the Council Presidency at the third European Round Table on Poverty and Social Exclusion Tackling Homelessness held in Rotterdam on 18-19 October 2004 that it would work towards the prevention of homelessness and the reintegration of homeless people and to bring the conclusions of the Roundtable specifically relating to homelessness to the Social Affairs Council How has this matter been addressed in the Social Protection Committee How will it be incorporated into the NAPs for 2006,E-0364/05,0,What followup ha there been to given by the Council Presidency at the third European Round Table on Poverty and Social Exclusion Tackling Homelessness held in Rotterdam on October that it would work towards the prevention of homelessness and the reintegration of homeless people and to bring the conclusion of the Roundtable specifically relating to homelessness to the Social Affairs Council How ha this matter been addressed in the Social Protection Committee How will it be incorporated into the NAPs for,0.21009296,0.21009296
349,As the Commission is no doubt aware Ireland is in the midst of a housing and homelessness crisis. Due to the failure of successive governments to invest in social housing and the collapse in private home building there is a shortage of vacant units. Added to this is the increasingly severe mortgage crisis which is seeing many thousands of families struggle with mortgage payments and hundreds of families face repossession and eviction each month. The crisis is exacerbated by unprecedented rent increases. The average monthly rent is now EUR 1 000 with the monthly average for Dublin reaching almost EUR 1 500.  Has the Commission  from the Irish Government about the rent crisis  Does the Commission accept that the absence of rent certainty in Ireland has deepened the crisis  Does the Commission agree that legislation on rent certainty would bring Ireland into line with other Member States and mark an important first step in tackling the housing and homelessness crisisLegal notice,P-004918-16,0,As the Commission is no doubt aware Ireland is in the midst of a housing and homelessness crisis Due to the failure of successive government to invest in social housing and the collapse in private home building there is a shortage of vacant unit Added to this is the increasingly severe mortgage crisis which is seeing many thousand of family struggle with mortgage payment and hundred of family face repossession and eviction each month The crisis is exacerbated by unprecedented rent increase The average monthly rent is now EUR with the monthly average for Dublin reaching almost EUR Has the Commission from the Irish Government about the rent crisis Does the Commission accept that the absence of rent certainty in Ireland ha deepened the crisis Does the Commission agree that legislation on rent certainty would bring Ireland into line with other Member States and mark an important first step in tackling the housing and homelessness crisisLegal notice,-0.27045968,-0.27045968
350,Why did the Commission think it necessary to interfere after 26 May 2008 with the longstanding use of the word free in the UKs free enterprise markets based on  and caveat emptor Since when have buyers in the UK been unable to understand that the word free in the context of buying products and services will invariably have conditions attached What did the Commission perceive had changed Was it the English language or the state of mind of the Brits,E-1713/08,1,Why did the Commission think it necessary to interfere after May with the longstanding use of the word free in the UKs free enterprise market based on and caveat emptor Since when have buyer in the UK been unable to understand that the word free in the context of buying product and service will invariably have condition attached What did the Commission perceive had changed Was it the English language or the state of mind of the Brits,-0.06876565,-0.06876565
351,Why did the Commission think it necessary to interfere after 26 May 2008 with the longstanding use of the word free in the UKs free enterprise markets based on  and caveat emptor Since when have buyers in the UK been unable to understand that the word free in the context of buying products and services will invariably have conditions attached What did the Commission perceive had changed Was it the English language or the state of mind of the Brits,E-1713/08,1,Why did the Commission think it necessary to interfere after May with the longstanding use of the word free in the UKs free enterprise market based on and caveat emptor Since when have buyer in the UK been unable to understand that the word free in the context of buying product and service will invariably have condition attached What did the Commission perceive had changed Was it the English language or the state of mind of the Brits,-0.06876565,-0.2386418
